"","OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus","Species","Tree"
"17677","fe7665a0124031deaa7198f263b8d605","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17678","fe7665a0124031deaa7198f263b8d605","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17679","fe7665a0124031deaa7198f263b8d605","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17680","fe7665a0124031deaa7198f263b8d605","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17681","fe7665a0124031deaa7198f263b8d605","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17682","fe7665a0124031deaa7198f263b8d605","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17683","fe7665a0124031deaa7198f263b8d605","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17685","fe7665a0124031deaa7198f263b8d605","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17686","fe7665a0124031deaa7198f263b8d605","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17687","fe7665a0124031deaa7198f263b8d605","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17688","fe7665a0124031deaa7198f263b8d605","P3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17689","fe7665a0124031deaa7198f263b8d605","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17690","fe7665a0124031deaa7198f263b8d605","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17691","fe7665a0124031deaa7198f263b8d605","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17692","fe7665a0124031deaa7198f263b8d605","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17693","fe7665a0124031deaa7198f263b8d605","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17694","fe7665a0124031deaa7198f263b8d605","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17695","fe7665a0124031deaa7198f263b8d605","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17696","fe7665a0124031deaa7198f263b8d605","P4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17697","fe7665a0124031deaa7198f263b8d605","P9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17698","fe7665a0124031deaa7198f263b8d605","P1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17699","fe7665a0124031deaa7198f263b8d605","P7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17700","fe7665a0124031deaa7198f263b8d605","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17701","fe7665a0124031deaa7198f263b8d605","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17702","fe7665a0124031deaa7198f263b8d605","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17703","fe7665a0124031deaa7198f263b8d605","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17704","fe7665a0124031deaa7198f263b8d605","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17705","fe7665a0124031deaa7198f263b8d605","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17706","fe7665a0124031deaa7198f263b8d605","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17707","fe7665a0124031deaa7198f263b8d605","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17708","fe7665a0124031deaa7198f263b8d605","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17709","fe7665a0124031deaa7198f263b8d605","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17710","fe7665a0124031deaa7198f263b8d605","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17711","fe7665a0124031deaa7198f263b8d605","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17712","fe7665a0124031deaa7198f263b8d605","E6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"17713","fed39030ce0960b3f4ef0017d73d14c1","E9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17714","fed39030ce0960b3f4ef0017d73d14c1","P9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17715","fed39030ce0960b3f4ef0017d73d14c1","P8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17716","fed39030ce0960b3f4ef0017d73d14c1","P5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17717","fed39030ce0960b3f4ef0017d73d14c1","E1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17718","fed39030ce0960b3f4ef0017d73d14c1","E8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17719","fed39030ce0960b3f4ef0017d73d14c1","P6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17720","fed39030ce0960b3f4ef0017d73d14c1","E1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17721","fed39030ce0960b3f4ef0017d73d14c1","E9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17722","fed39030ce0960b3f4ef0017d73d14c1","E6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17723","fed39030ce0960b3f4ef0017d73d14c1","P7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17724","fed39030ce0960b3f4ef0017d73d14c1","P3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17725","fed39030ce0960b3f4ef0017d73d14c1","P1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17726","fed39030ce0960b3f4ef0017d73d14c1","P6-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17727","fed39030ce0960b3f4ef0017d73d14c1","P1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17728","fed39030ce0960b3f4ef0017d73d14c1","P3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17729","fed39030ce0960b3f4ef0017d73d14c1","P9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17730","fed39030ce0960b3f4ef0017d73d14c1","P7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17731","fed39030ce0960b3f4ef0017d73d14c1","E4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17732","fed39030ce0960b3f4ef0017d73d14c1","E3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17733","fed39030ce0960b3f4ef0017d73d14c1","P2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17734","fed39030ce0960b3f4ef0017d73d14c1","E5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17735","fed39030ce0960b3f4ef0017d73d14c1","P4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17736","fed39030ce0960b3f4ef0017d73d14c1","E2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17737","fed39030ce0960b3f4ef0017d73d14c1","E7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17738","fed39030ce0960b3f4ef0017d73d14c1","E8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17739","fed39030ce0960b3f4ef0017d73d14c1","E2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17740","fed39030ce0960b3f4ef0017d73d14c1","E4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17741","fed39030ce0960b3f4ef0017d73d14c1","P5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17742","fed39030ce0960b3f4ef0017d73d14c1","P4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17743","fed39030ce0960b3f4ef0017d73d14c1","P2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17744","fed39030ce0960b3f4ef0017d73d14c1","P8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"17745","fed39030ce0960b3f4ef0017d73d14c1","E7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17746","fed39030ce0960b3f4ef0017d73d14c1","E5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17747","fed39030ce0960b3f4ef0017d73d14c1","E3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17748","fed39030ce0960b3f4ef0017d73d14c1","E6-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17749","feed78269527a0de58130e907eada82a","E6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17750","feed78269527a0de58130e907eada82a","P8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17751","feed78269527a0de58130e907eada82a","E8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17752","feed78269527a0de58130e907eada82a","E5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17753","feed78269527a0de58130e907eada82a","E9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17754","feed78269527a0de58130e907eada82a","E1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17755","feed78269527a0de58130e907eada82a","P1-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17756","feed78269527a0de58130e907eada82a","P3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17757","feed78269527a0de58130e907eada82a","P3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17758","feed78269527a0de58130e907eada82a","E1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17759","feed78269527a0de58130e907eada82a","E3-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17760","feed78269527a0de58130e907eada82a","P7-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17761","feed78269527a0de58130e907eada82a","P2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17762","feed78269527a0de58130e907eada82a","E9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17763","feed78269527a0de58130e907eada82a","P4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17764","feed78269527a0de58130e907eada82a","E7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17765","feed78269527a0de58130e907eada82a","P9-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17766","feed78269527a0de58130e907eada82a","P1-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17767","feed78269527a0de58130e907eada82a","E4-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17768","feed78269527a0de58130e907eada82a","P6-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17769","feed78269527a0de58130e907eada82a","P5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17770","feed78269527a0de58130e907eada82a","P9-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17771","feed78269527a0de58130e907eada82a","P6-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17772","feed78269527a0de58130e907eada82a","E2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17773","feed78269527a0de58130e907eada82a","P5-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17774","feed78269527a0de58130e907eada82a","E8-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17775","feed78269527a0de58130e907eada82a","P2-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17776","feed78269527a0de58130e907eada82a","P4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17777","feed78269527a0de58130e907eada82a","P7-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17778","feed78269527a0de58130e907eada82a","E2-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17779","feed78269527a0de58130e907eada82a","E3-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17780","feed78269527a0de58130e907eada82a","E4-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17781","feed78269527a0de58130e907eada82a","E5-2_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17782","feed78269527a0de58130e907eada82a","P8-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Pine"
"17784","feed78269527a0de58130e907eada82a","E6-1_Root",0,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"17785","ff7d17a951efd5b5d29cce79132686bc","E1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17786","ff7d17a951efd5b5d29cce79132686bc","E8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17787","ff7d17a951efd5b5d29cce79132686bc","P4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17788","ff7d17a951efd5b5d29cce79132686bc","E3-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17789","ff7d17a951efd5b5d29cce79132686bc","P6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17790","ff7d17a951efd5b5d29cce79132686bc","E5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17791","ff7d17a951efd5b5d29cce79132686bc","E2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17792","ff7d17a951efd5b5d29cce79132686bc","E9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17793","ff7d17a951efd5b5d29cce79132686bc","E1-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17794","ff7d17a951efd5b5d29cce79132686bc","E6-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17795","ff7d17a951efd5b5d29cce79132686bc","E4-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17796","ff7d17a951efd5b5d29cce79132686bc","P5-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17797","ff7d17a951efd5b5d29cce79132686bc","P6-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17798","ff7d17a951efd5b5d29cce79132686bc","P3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17799","ff7d17a951efd5b5d29cce79132686bc","E4-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17800","ff7d17a951efd5b5d29cce79132686bc","E9-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17801","ff7d17a951efd5b5d29cce79132686bc","E5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17803","ff7d17a951efd5b5d29cce79132686bc","E7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17804","ff7d17a951efd5b5d29cce79132686bc","P8-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17805","ff7d17a951efd5b5d29cce79132686bc","E2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17806","ff7d17a951efd5b5d29cce79132686bc","E7-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17807","ff7d17a951efd5b5d29cce79132686bc","P5-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17808","ff7d17a951efd5b5d29cce79132686bc","P7-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17809","ff7d17a951efd5b5d29cce79132686bc","P8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17810","ff7d17a951efd5b5d29cce79132686bc","E8-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17811","ff7d17a951efd5b5d29cce79132686bc","P2-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17812","ff7d17a951efd5b5d29cce79132686bc","P9-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17813","ff7d17a951efd5b5d29cce79132686bc","E3-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Eucalypt"
"17814","ff7d17a951efd5b5d29cce79132686bc","P2-2_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"17815","ff7d17a951efd5b5d29cce79132686bc","P1-1_Root",0,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
