"","OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus","Species","Tree"
"15060","ef79e2df2f253860af946ae8541b2fb1","E8-1_Root",0.0102683780630105,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"610","a2dcda5832471a983fc67e9375716ea2","E4-1_Root",0.0101591297311876,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"17684","fe7665a0124031deaa7198f263b8d605","P8-2_Root",0.00967032967032967,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"14693","ed499a42c6e9a43cfb4fadd8d2f8326f","E9-1_Root",0.00963671658347199,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"12660","e0cd2407673d588306f210507f965ab1","E2-1_Root",0.00933111603843311,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"13166","e4d082ddc814fa7cf9a1acce5bb0990a","P4-1_Root",0.0092955366059768,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8393","cc490446e72ecdcb3ced4f097ebb6d96","P8-1_Root",0.00924802910855064,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"6335","c08ae5a7028ad9028c6aa3ced83c637a","P2-1_Root",0.00914776439839447,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"10419","d6c14c707940fdb44b10afa0f04271db","P9-2_Root",0.00909353348729792,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"7000","c553c981389539f7501e4c49c0d40be4","P6-2_Root",0.00875373172089258,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00213","Pine"
"6036","bf63319f5c61f63ea4c58f9cc2e55528","P2-1_Root",0.00858769719032951,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17498","fde45f8e994ce58cc697b906a3d55672","P5-2_Root",0.00857843137254902,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"4111","b64d1221dca7782ca3e88dc49b52b014","P3-2_Root",0.00853542200130542,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5716","bdc4e42683d41788f9e87b08d01362d5","P1-1_Root",0.00837811290229387,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"17557","fdf1c553ee8b9adfc86f9854c6b19120","E2-2_Root",0.00834301404583377,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"7039","c5936daa6d24a8c82046803917cd02e9","P2-2_Root",0.00806331193071525,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"216","a1213a985cda3cd2935439704a8a86fe","E4-1_Root",0.00800143846084689,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"11706","dd056c27c02739a30e08d5f602651270","E6-1_Root",0.00796620398310199,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5376","bcb283c52e7fcacb4ba5c3777294b74a","P3-1_Root",0.00790429395428327,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"15328","f13bd58af58b62d0ca92d16496eeca57","P2-2_Root",0.00769001045244139,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"476","a27173db6e0afe4fc19dd361a6ed48a5","P5-1_Root",0.0074244060475162,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"6508","c1cf6daf2573687ac8aef8407600583a","E6-1_Root",0.00742305371152686,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"2929","b002b821e561a6c88634765d6c3247c8","E9-1_Root",0.00734886300610094,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"6667","c30c1baf5360142037c3a436f330c94d","P2-2_Root",0.00731670897416754,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"14575","eca0474b90dfd9e3dae5bb64eeb2dd1b","P2-1_Root",0.00718752917016709,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"15152","f04d0d653f417a7de8f7af3b85d66087","P7-2_Root",0.00676246830092984,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"9110","d05623b016bd6ae03451ef5c3d8ff61e","E9-1_Root",0.0067249029395452,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"11236","da0b3c31b99b55538c1441da62a21c7e","E9-1_Root",0.0067249029395452,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"7481","c6f5f00b3df2674803f9361af9b37783","P1-1_Root",0.0067024903218351,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"10469","d6c2d00f09dbdbc3eb03d1624b436528","E6-1_Root",0.00669885334942667,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"8933","cf968673b390881768bccb1d28faa2c7","P5-1_Root",0.00661447084233261,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"14210","eaf29a955fe41105fdfbfe5f849f7273","P5-2_Root",0.00659879336349925,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"5479","bd26de827e749ad2e34e36956e904865","P7-2_Root",0.00633981403212172,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"13467","e7167d6470bda825bf01e1818c7f2073","P2-2_Root",0.00619680453934598,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"8380","cc2934f3578a9050a53d88aebee719ca","E4-2_Root",0.0061637239165329,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"11886","de3a54f67e2ca0936d3bfe87d99bbdb5","E8-2_Root",0.00615828092243187,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"15605","f2198a0165c5d406fd0a619aa2d6da10","E2-2_Root",0.00612525081846024,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"10508","d75177ed5e9d360bd4edc4076222845e","E2-2_Root",0.00601964304572817,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"9776","d2c312ac0ab902120801a4c756be6134","E1-1_Root",0.00573888091822095,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"2090","ac2fb321bda3a15e16c5b138f72efa7f","E6-1_Root",0.00573325286662643,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"7942","c9c2851a1a23153b8866dd5f55542517","P3-2_Root",0.00572375357734599,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"12208","df90e26586f43e3c6521137ae3653de7","P8-1_Root",0.00545785324439054,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"9832","d3d0c21f2f6d30233e9a4549449dcf82","E3-2_Root",0.00529703252264054,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"4058","b5eb98ef04b4d53b30f0f923500417bc","E1-2_Root",0.005249343832021,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"10035","d49b1feb29ac474898f6a1adc3db9d87","E1-1_Root",0.00512400081984013,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"4354","b6fc849e83dbb84393b30eaa8815477e","P4-2_Root",0.00509008103944813,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"4238","b68b796f3b675a666d9f6ec4cf98cd8b","P1-1_Root",0.00508464783035766,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"13282","e56b8eb16c573fea7b88175c633a73b9","P1-2_Root",0.00493384166853555,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"6018","bf63319f5c61f63ea4c58f9cc2e55528","E9-2_Root",0.0048775912203358,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"1146","a66f3583174a2438a99ab600c7e11291","P4-1_Root",0.00476300222785588,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"16933","fa91b541d4d9fa1c6d4369b9dc9f1977","E9-1_Root",0.00471436494731004,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"15923","f48b527159eba010b580f3cde55afccd","E2-1_Root",0.00461936437546194,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"4765","b98d4be3d49849d2339d51b043139c48","P7-2_Root",0.00459636517328825,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"13711","e81c57c24c036ff34817fa60c59a82d7","E2-1_Root",0.0045269770879527,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5080","bb79554d4618a6f26d097b1736f95f93","P7-1_Root",0.00451288994189654,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"6472","c1ceec84cf0bbc5c6b7fb2ceec40fdf7","P2-1_Root",0.00448053766451974,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"5356","bca77b35a305fd465e29ec17fd44520f","E6-1_Root",0.00434520217260109,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"6875","c48bad43f35d7ff9b51dcd68e702fdf5","E6-1_Root",0.00434520217260109,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"7144","c5fb875ae6a15a13a1a78e5ead8b7e09","P1-2_Root",0.00426104507737161,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"632","a2fbf02c0ca08194ded932f636299e77","P2-2_Root",0.00418097655666716,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"6218","c033510d1ec827b38cc524ccf4271a83","P1-2_Root",0.00414891231217762,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"6345","c0976fae7b199c970c87acec3842d20d","P6-1_Root",0.00402443066142702,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00352","Pine"
"13738","e88d6c5a0e27e93f38227fb6bc9c6721","E7-1_Root",0.0039967206394753,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"13554","e74d855338f693bd8cbe651fe176b2ea","P9-2_Root",0.00396939953810624,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"1877","ab6b92373707f3f7bae85d759592036e","E3-2_Root",0.00393005638776556,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00166","Eucalypt"
"15041","ef28bc93b30968b3877b8128334530c7","P1-2_Root",0.00392464678178964,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"7783","c9411792db5cf01294527bea1a5a6569","P4-1_Root",0.00384113082891603,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"3628","b3dcdf46a58df04a2af9de9a1e49e5a9","P6-1_Root",0.00378769944604896,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"6881","c4b82068975cbbb6f810cc93ddccd015","P5-2_Root",0.00377073906485671,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"1867","ab1c6b420be9513877486109ae95c7dd","E7-2_Root",0.00374111485222596,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"14267","eb06016d08588234695df0bbe4d3b8c2","E4-1_Root",0.00373100782163086,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"3403","b2f3a94b0cd1e746f30c10fe8b5ec02d","E2-2_Root",0.00369627204562256,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"11668","dbc68f820062a947b1e9321049709e3f","E3-1_Root",0.00365278062794993,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"12413","e01f16dc8aaf43fe5e38881aeef72252","E3-2_Root",0.00364526969299994,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00213","Eucalypt"
"7405","c67718565ffb18135c3f8452116d0c00","E5-2_Root",0.00362618030373748,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"2302","ad772a4e1f375217c2d7daf2398c1027","E2-2_Root",0.00359066427289048,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"10663","d845b8e2d8e7f7479260280e365b8b30","E2-2_Root",0.00359066427289048,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00052","Eucalypt"
"10509","d75177ed5e9d360bd4edc4076222845e","P2-1_Root",0.0035470923177448,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"4472","b76e7e76dd61c16c69e2149318347365","E4-2_Root",0.00353130016051364,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00080","Eucalypt"
"4268","b68ecb6569c1b11e0f1216119203e512","E2-1_Root",0.00351071692535107,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"13123","e4c1fdfbdbffd653c92760be09f8ab1e","E6-1_Root",0.00350030175015087,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"3288","b2974feea8959bd910739ef59909cc98","P8-1_Root",0.00348696179502729,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"8529","cc999f75808147e462e7e0cfd2a7fdee","E9-2_Root",0.00347059375293124,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"12313","dfffa4d6a2e6211b74fec989f8a82583","P6-2_Root",0.00339017355664626,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00080","Pine"
"2187","acd7cdaa867d963af49a0cd5c2e7c845","E4-2_Root",0.00333868378812199,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"16917","fa59bd85dbf75657b729b26c42c35da9","P8-1_Root",0.00333535476046089,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"10259","d5a447dfd007294ab3d16fdd99329c95","E6-2_Root",0.00329358792629034,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"10280","d60d07bc46b785d3c1d6128bcf2115b7","E8-1_Root",0.00326721120186698,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"4960","bb28eb715f6f68acc03be192752aad3b","E3-1_Root",0.00316027088036117,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"11757","dd8918c96e6a93f080c216577bf5b857","E4-2_Root",0.00308186195826645,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"2517","ae550824e544bcd9321a3615fd3741d1","P6-2_Root",0.00303597631938471,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Pine"
"5640","bd9c63a18313473a50ece365e70563aa","E6-1_Root",0.00295715147857574,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Gigasporaceae","Scutellospora","VTX00049","Eucalypt"
"17417","fd8c248757733e5f5599adb8d2aa041e","E5-2_Root",0.00294402757333142,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00092","Eucalypt"
"1078","a66244661d1bb73996ec62c4bbccc899","E6-2_Root",0.00291836904861169,"Fungi","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","VTX00191","Eucalypt"
"3049","b0bf2df525ec8ec7af9984dfcbae8dd5","P2-1_Root",0.00289368057500233,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"16690","f9006735ddbfe83accf8d66f075b662c","E8-2_Root",0.00288259958071279,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"9480","d182497f0a569bc44c4bdd96409a4498","P4-2_Root",0.00287991427231934,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"12472","e03c1e324d2fbb270220d0c1ad70f08a","E6-2_Root",0.00287667806220295,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"5734","bdceb3e0cdca1d7f02d90f0506b5dfcf","P4-1_Root",0.00284243681339786,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"1274","a706433f9208db04d22c73c5933ee4ff","E6-1_Root",0.00283645141822571,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"13333","e5acf3da8c997a5dd13fd66a6fc7c955","P6-1_Root",0.00279342834146111,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"11514","db53ab9963140618725f9b374a58eace","P3-1_Root",0.00277718436231574,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"9724","d2b7a129a399b346ff1d83e6a76bbf11","P8-1_Root",0.00272892662219527,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"13587","e7bc7d5ae5e8b4b7eca09522814360b2","E6-1_Root",0.00271575135787568,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"14995","eee47f6f0ee52c8f12b826eac22deadb","E4-2_Root",0.00269662921348315,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Eucalypt"
"7380","c673b7e9191c09cba0be055358273009","E3-2_Root",0.00267699493079683,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"985","a5d51b28cce90c8fc147831b78528d42","P9-2_Root",0.0026703233256351,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Pine"
"12553","e054b8c2649eca4994071b71112c2264","P9-2_Root",0.0026703233256351,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"16012","f4ad420c2596060060bc2a50499eeeac","P7-2_Root",0.0025887573964497,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
"4413","b736ea157e2c23aa5e26aef716a73256","E7-2_Root",0.00256533589866923,"Fungi","Mucoromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora","VTX00061","Eucalypt"
"4651","b936767ff46faa1b9dbf74b320f7d674","E9-1_Root",0.00256516916250693,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00444","Eucalypt"
"2964","b0047ba7fd6d62d6e01a3abaacae52fd","P4-2_Root",0.00247806576920501,"Fungi","Mucoromycota","Paraglomeromycetes","Paraglomerales","Paraglomeraceae","Paraglomus","VTX00308","Pine"
